# id|name|slot|value|gold|xp|flags|requirements|rewards|accept_requirements
5401|Bring Me HUGE Bounties of the Full Moon!|214|13|400|400||36551:3:1:HUGE Full Moon Bounty||
5402|Bring Me the Bounty of the Black Veil!|214|13|200|200||36548:5:1:Black Veil Bounty|36558:1:0:Lunar Wolf|
5403|Bring Me HUGE Bounties of the Black Veil!|214|13|400|400||36549:3:1:HUGE Black Veil Bounty||
5404|A New Recruit|215|1|250|250||36547:1:0:Blessed Coffee of the Lightguard||
5405|Holy Roast|-1|0|250|250||36587:1:1:Pally Luwak Beans|36547:1:0:Blessed Coffee of the Lightguard,36617:1:0:Blessed Coffee Go-Cup,36618:1:0:Blessed Coffee Cup|
5406|SLAY some UNDEAD!!|215|2|700|700||36588:7:1:Ectomancer Slain||
5407|SLAY some MORE UNDEAD!!|215|3|700|700||36589:7:1:Doomwood Soldier Slain||
5408|Slay BIGGER!!|215|4|250|250||36590:1:1:Folded Note||
5409|Babe in the Woods|215|5|250|250|O|36591:1:1:Dirty Teddy Bear||
5410|The Dark Thicket|215|6|700|700||36592:8:1:Thicket Monsters Slain,36593:5:1:Emily Tracked||
5411|Emily|215|7|250|250|O|36600:6:1:Thicket Searched,36594:1:1:Emily Found||
5412|Sage Advice|215|8|600|600||36595:6:1:Sagemoss||
5413|Abra-Cadaver|215|9|500|500||36596:4:1:Ghostly Fire||
5414|A (Skele)TON of Skulls|215|10|700|700||36597:10:1:Cursed Skulls||
5415|Summoning the Subjugator|215|11|250|250|O|36598:1:1:Offering to the Subjugator||
5416|Subjugator Wraithbone|215|12|800|800||36599:1:1:Emily's Necklace||
5417|Defeat Flintfang|214|14|300|300||36603:1:1:Defeat Flintfang||
5418|Tome of The Otherworld|216|1|800|800||36846:10:1:Loose Pages||
5419|Monster Data|216|2|400|400||36847:3:1:Eerie Apparition Data||
5420|The Best Costumes Need the Best Fabric|216|3|800|800||36849:8:1:Spectral Silk||
5421|Accessorize!|216|4|50|50||36914:1:1:Gobbled String,36850:8:1:Boneflowers|36859:1:0:Sheevra Masquerade|
5422|Make those Munchies|216|5|50|50||36851:8:1:Ghostly Truffles,36915:2:1:Truffle Puree||
5423|Every Party Needs Drinks|216|6|600|600||36852:4:1:Sparkling Goblin Juice|36860:1:0:Sheevra Offering|
5424|Beautiful Creatures and their Uses|216|7|900|900||36853:12:1:Void Feathers||
5425|Ooh, Shiny!|216|8|800|800||36856:10:1:Sapphire Crystal,36854:10:1:Moonstone Crystal,36855:10:1:Sunstone Crystal|36861:1:0:Mystcroft Mask And Locks,36862:1:0:Mystcroft Mask and Hair|
5426|Time to get Dressed Up!|216|9|50|50||36916:1:1:Gilded Bookmark,36857:1:1:Talk to Barb||
5427|EEEEK|216|10|900|900||36858:1:1:Barghest Defeated||
5428|Cursed Artifact Shop|217|1|500|500|O|36921:1:1:Enter the Cursed Artifact Shop||
5429|Lamps, Paintings and Chairs, oh my!|217|2|800|800||36922:1:1:Antique Chair Defeated||
5430|The (Un)Dresser|217|3|800|800||36923:1:1:UnDresser Defeated||
5431|Ghost Stories|217|4|800|800||36924:1:1:Writing Desk Defeated||
5432|You Can't Tell  Time|217|5|800|800||36925:1:1:Grandfather Clock Defeated||
5433|Dr. Darkwood's Robe|217|6|500|500|O|36926:1:1:Cellar Unlocked,36927:1:1:Robe Found||
5434|Defeat the Arcane Sentinel|217|7|900|900|O|36928:1:1:Darkwood's Robe,36957:1:1:Robe Returned||
5435|Loot the UnDresser (Farming Quest)|-1|0|600|600||36929:1:1:Dressered Down|36958:1:0:Minion of Skudly,36459:1:0:Cursed Collector,36460:1:0:Cursed Faceplate,36461:1:0:Cursed Grimace,36462:1:0:Antique Tassels Cape,36463:1:0:Cursed Flame Katana,36917:1:0:Dual Cursed Flame Katanas,36918:1:0:Cursed Vase,36969:1:0:Cursed Painting of Twilly|
5438|Get Out Of Jail… Free?|217|8|250|250||37011:1:1:Escape||
5439|Sorry, Skudly|217|9|500|500||37012:1:1:Skudly Defeated||
5440|A Friend In Need|217|10|250|250|O|37013:1:1:Ally Found||
5441|A Cryptic Message|217|11|250|250|O|37014:1:1:Find the Vault||
5442|Seeking Answers|217|12|250|250|O|37015:1:1:Vaden's Grimskull Gauntlet,37016:1:1:Xeven's Missing Tachyon Blade,37017:1:1:Ziri's Necklace of Wishes,37018:1:1:Pax's Medallion of Immortality,37019:1:1:Sekt's Eye of the Old Gods,37020:1:1:Scarletta's Crown of Eternal Beauty,37021:1:1:YOUR Cursed Artifact Box!||
5443|Curses!|217|13|250|250|O|37022:1:1:Get to the Meeting Room!||
5444|Skudly, Staaaahp!|217|14|800|800||37023:1:1:Skudly Defeated||
5445|Not So Mysterious After All|217|15|900|900||37024:1:1:Mysterious Stranger Defeated||
5446|Shut Up And Listen, Vaden!|217|16|950|950||37025:1:1:Vaden Defeated||
5447|Shut Up And Listen, Xeight!|217|17|1000|1000||37026:1:1:Xeight Defeated||
5448|Shut Up And Listen, Ziri|217|18|1050|1050||37027:1:1:Ziri Defeated||
5449|Shut Up And Listen, Pax!|217|19|1100|1100||37028:1:1:Pax Defeated||
5450|Shut Up And Listen, Sekt!|217|20|1150|1150||37029:1:1:Sekt Defeated||
5451|Shut Up And Listen, Groglurk!|217|21|1200|1200||37030:1:1:Groglurk Defeated||
5452|Always Know Where Your Towel Is!|-1|0|600|600||37031:1:1:Towel for Sudsy||
5453|Find my Stuff|-1|0|600|600||37032:5:1:Melodia's Personal Effects||
5455|A Loyal Servant: Necrotic Sword of Doom|218|1|0|0|||37034:1:0:Gravelyn's Blessing|30629:0:0:Necrotic Sword of Doom
5456|A Loyal Servant: Sepulchure’s DoomKnight|218|1|0|0|||37034:1:0:Gravelyn's Blessing|14474:0:0:Sepulchure's DoomKnight Armor
5457|Let Darkness Enter your Heart |218|1|1000|1000||37039:1:1:Essence of the Doomlord|37034:1:0:Gravelyn's Blessing|
5458|Find me some Doom|218|2|2500|2500||37040:1:1:Doomed Memories|37035:1:0:Painful Memory Bubble|
5459|Abyssal|218|3|3500|3500||37041:1:1:Sepulchuroth's Undying Flame|37036:1:0:Burning Passion Flame|
5460|Memories of The Past|218|4|5000|5000||37042:1:1:Father's Anger|37038:1:0:Father's Sorrowful Tear|
5461|The Summoning|218|5|6000|6000||37034:1:0:Gravelyn's Blessing,37035:1:0:Painful Memory Bubble,30668:13:0:Empowered Essence,37036:1:0:Burning Passion Flame,37038:1:0:Father's Sorrowful Tear|37033:1:0:Gravelyn's DoomFire Token|
5462|Empowered Prismatic Paragon|449|4|1000000|1000000||6521:25000:0:Legion Token,68426:25:0:Dage the Evil Insignia|67277:1:0:Empowered Prismatic Paragon|6895:0:0:Prismatic Paragon Plate
5463|A Strong Base|219|1|1000|1000|O|37037:1:0:Exalted Paladin Seal,8491:1:0:Stone Paladin Armor||
5464|Proof of Valor|219|2|2000|2000|O|37121:1:0:Vordred's Skull,37124:1:1:Dreadhaven Helm,22341:1:1:Desterrat Moya Tentacle,11285:1000:0:Undead Energy,25144:1:1:DoomKitten Claw,18093:1:0:Binky's Uni-horn||
5465|Mastering the Arcane|219|3|3000|3000|O|37047:1:0:Just the Perfect Stick,37045:1:0:Condensed Energy,37046:1:0:Crystallized Mana Catalyst,11343:1:0:Pyromancer Artifact,27719:1:0:Karok's Glaceran Gem,32286:200:0:Nightmare Kibble,23823:1:0:Zephyrus Manifesto||
5466|For Those Who Have Fallen|219|4|4000|4000|O|37048:20:0:Feather of Paradise,37049:77:0:Shoelace of a Fallen Paladin,37050:1:0:Eternity Flame,1843:1:0:Holy Hand Grenade||
5467|Commandment|219|5|5000|5000|O|37051:1:0:Skill Observed,37052:1:0:Spirit of Vindication,37053:1:0:Radiant Blade Enhancement||
5468|Hymn of Light|219|6|6000|6000|O|37056:1:0:Acolyte's Braille,37057:25:0:Innocence,11770:1:0:Divine Elixir,37055:1:0:Prayer of Salvation||
5469|Righteous Seal|219|7|7000|7000|O|37058:1:0:Holy Magic Attunement,37059:1:0:Ring of Mana Transposition,12934:1:0:Scroll of Ethereal Slumber,12583:1:0:Fists of Fire||
5470|Sacred Magic: Eden|219|8|8000|8000|O|37060:1:0:Sacred Tome,37061:25:0:Paladaffodil,37062:25:0:Spirit Lotus,37063:25:0:Cyanoblossom,37064:25:0:Radiant Magnolia,37065:1:0:BrightOak Forest Sapling,37066:1:0:Forbidden Demon Seal||
5471|Legendary Paladin's Vow|219|1|1000|1000|O|||319:0:0:Paladin
5472|Legendary Paladin's Oath|219|2|2000|2000|O|||319:0:0:Paladin
5473|Legendary Paladin's Pledge|219|3|3000|3000|O|||319:0:0:Paladin
5474|Aptitude Test|219|4|4000|4000|O|30616:1:0:Primarch's Hilt,37068:1:0:Condensed Mana,37037:1:0:Exalted Paladin Seal||319:0:0:Paladin
5475|Silver Paladin's Vow|219|1|1000|1000|O|||8522:0:0:Silver Paladin
5476|Silver Paladin's Oath|219|2|2000|2000|O|||8522:0:0:Silver Paladin
5477|Silver Paladin's Pledge|219|3|3000|3000|O|||8522:0:0:Silver Paladin
5478|Aptitude Test|219|4|4000|4000|O|30616:1:0:Primarch's Hilt,37068:1:0:Condensed Mana,37037:1:0:Exalted Paladin Seal||8522:0:0:Silver Paladin
5487|Hounds and Infernals and Imps, Oh My!|220|1|800|800||37264:5:1:Underworld Hound Slain,37265:5:1:Infernal Imp Slain||
5488|Like Imps In A Pod|220|2|250|250|O|37266:6:1:Infernal Chrysalis Destroyed||
5489|A Grievous Threat|220|3|600|600||37267:1:1:Grievous Fiend Defeated||
5490|Undead Investigation|220|4|250|250|O|37268:1:1:Vampires Interrogated||
5491|What We Need Is A Big Can Of Raid|220|5|900|900||37269:5:1:Fallen Knights Slain,37270:5:1:Infernal Knights Slain||
5492|Trapped!|220|6|300|300|O|37272:1:1:Lady Solani Found,37271:6:1:Fires Extinguished||
5493|Won’t Someone Think Of The Minions?|220|7|300|300|O|37273:9:1:Vampire Minion Rescued||
5494|Here, Doggy Doggy|220|8|600|600||37274:6:1:Maggot Blood,37275:1:1:Set Phaedra's Dish Out,37276:1:1:Rescue Phaedra||
5495|Ma'alech|220|9|900|900||37277:1:1:Ma'alech Defeated||
5496|I’m Not Lycan This Situation|220|10|250|250|O|37278:1:1:Talk to Constantin||
5497|The Best Way To Slay An Infernal|220|11|900|900||37280:6:1:Celestial Spear,37279:6:1:Celestial Lightblade||
5498|A Dire Situation|220|12|800|800||37281:8:1:Dire Wolf Rescued||
5499|I’d Lycan To Go Now|220|13|300|300|O|37282:6:1:Lycans Rounded Up,37283:1:1:Open the Back Exit||
5500|Lord Balax’el|220|14|900|900||37284:1:1:Lord Balax'el Defeated||
5501|Follow Lady Solani|220|15|600|600|O|37285:5:1:Infernals Slain,37286:1:1:Find Lady Solani||
5502|Revenant Slayer|220|16|900|900||37288:8:1:Shadow Imp Slain,37287:8:1:Revenant Slain||
5503|Noddharath|220|17|1000|1000||37289:1:1:Noddharath Slain||
5504|Brainscan|221|1|250|250|O|37311:1:1:Artix's Fears Collected||
5505|Technophobia|221|2|300|300|O|37312:1:1:Aria's Fears Collected,37313:1:1:Dage's Fears Collected,37314:1:1:Galanoth's Fears Collected,37315:1:1:Cysero's Fears Collected,37316:1:1:Ghost's Fears Collected||
5506|J6: Fears!|221|3|250|250|O|37317:1:1:To J6's Haunted House!||
5507|Artix’s Fears|221|4|250|250|O|37318:1:1:Enter the Holodeck||
5508|THE HORROR!|221|5|800|800||37319:4:1:Pink Ice Cream Slain||
5509|TOO PINK!|221|6|800|800||37320:4:1:Paint Bucket Smashed||
5510|Sledge-a-tarian|221|7|800|800||37321:4:1:Meat Crate Slain,37322:4:1:Meat Bag Slain||
5511|Town On Fire|221|8|800|800||37323:6:1:Fires Put Out||
5512|My Greatest Foe|221|9|250|250|O|37324:1:1:Akriloth Confronted||
5513|Snacktime|221|10|500|500||37325:1:1:Eat the Stupid Licorice||
5514|Trouble Clef|221|11|900|900||37326:10:1:Bad Notes Destroyed||
5515|Trouble Clef|-1|0|900|900||37326:10:1:Bad Notes Destroyed||
5516|Beta Berserker: Secret Map Quest|-1|0|10|10||37386:1:1:Secret Map|37002:1:0:Dark Berserker,37387:1:0:Beta Berserker Armor|
5517|Dark Ranger Corps|-1|0|100|100||37388:6:1:Grunt Leather,37389:2:1:Black Dye|37390:1:0:Dark Ranger|
5518|Dual Wield Forge|-1|0|100|100||37392:5:1:Divided Light,37391:5:1:Reflected Glory|37258:1:0:Weapon Reflection|
5519|Gear Enchantment|-1|0|100|100||37393:5:1:Eye Stalks,37394:5:1:Spider Venom,37395:5:1:Turtle Nostril,37396:5:1:Slime Tongue|37383:1:0:Weapon Enchantment|
5520|Robina's Rogue Requisition|-1|0|0|0||37397:5:1:Shell Fragment,37398:1:1:Bone Needle,37399:5:1:Trail Glue|36964:1:0:Robina Armor,36965:1:0:Robina Mask|
5521|Cheers to you, and souvenirs!|-1|0|10|10||37400:8:1:AQW Hero Token|36954:1:0:Bean Twilly Morph,36999:1:0:Battleon Picture|
5522|Sneeviltron Construction|-1|0|100|100||37408:1:1:Helm Attachment,37401:1:1:Sneeviltron Chassis,37402:1:1:Wooden Spikes,37403:1:1:Metal Spikes,37404:1:1:Sneevil Seat,37405:1:1:Badge-a-tron,37406:1:1:Checkerboard,37407:1:1:Fancy Plates|1238:1:0:Sneeviltron,36962:1:0:Sneevil Head Pilot|37378:0:0:Golden 8th Birthday Candle
5523|Take me to Pizza Hutch|-1|0|100|100||37409:7:1:Cheese,37410:6:1:Old Crusts,37411:1:1:Pepperoni,37412:4:1:Tomatoes,37413:2:1:Pineapple,37414:3:1:Olives,37415:5:1:Sausage|37421:1:0:Pizza Seller's Apprentice,37426:1:0:Pizza Hutch Coupon,37501:1:0:Pizza Hat|37378:0:0:Golden 8th Birthday Candle
5524|Zorbak's Secret Quest: NOT FOR YOU|-1|0|10|10||37416:1:1:Dragonbone Key|37377:1:0:Dragonbone Key|37378:0:0:Golden 8th Birthday Candle
5525|Mazumi's Personal Armor|-1|0|0|0||37423:1:1:Proof|41807:1:0:Mazumi,41808:1:0:Mazumi's Backblades,41809:1:0:Mazumi's Locks|
5526|Fond of Phoenix Gear|-1|0|1000|1000||37417:6:1:Mystical Pheonix Feather,37418:1:1:Shadow Silk|49223:1:0:Phoenix Blade on your Back,49224:1:0:Side Phoenix Blade|300:0:0:Phoenix Blade
5528|Enchanted Rubber Ducky|-1|0|0|0||37379:1:1:Enchanted Rubber Ducky|37380:1:0:Enchanted Ducky Helm|
5529|Warlic's Secret Quest|-1|0|100|100||37420:1:1:Scroll of Prisms,37419:1:1:Caterpillar Venom|37382:1:0:Enchanted ArchMage Staff|
5530|Poor Unfortunate Soul|222|1|400|400|O|37432:1:1:Offering to Andrew,37429:1:1:Andrew's Favorite Game,37430:1:1:Andrew's Favorite Meal,37431:1:1:Bouquet of Flowers||
5531|Maybe Hit A Little Harder?|222|2|800|800|O|37433:1:1:Subdue Andrew||
5532|Relax And Smell The Flowers|222|3|500|500|O|37434:5:1:Offering of Flowers||
5533|I Said RELAX!|222|4|900|900||37435:5:1:Malevolent Wraith Subdued||
5534|Soothing Decoration|222|5|500|500|O|37436:5:1:Offering Placed||
5535|The Waking Dead|222|6|800|800||37437:8:1:Zombie Slain||
5536|Dead Men DO Tell Tales|222|7|600|600|O|37438:6:1:Spirit Spoken To||
5537|Find the Crypt|222|8|250|250|O|37439:1:1:Enter the Crypt||
5538|Undeadslaying 101|222|9|1000|1000||37440:5:1:Crypt Wraith Slain,37441:5:1:Crypt Zombie Slain||
5539|Like Finding A Tomb In A Cemetery|222|10|250|250|O|37442:1:1:Malignant Grave Located||
5540|Keep Calm And Remember|222|11|1000|1000||37443:1:1:Catrina Defeated||
5541|In Memoriam|-1|0|800|800||37444:6:1:Crypt Zombie Subdued,37445:6:1:Crypt Wraith Subdued|37096:1:0:Lord of the Dead,37097:1:0:Shaded Mask of the Dead,37098:1:0:Lord of the Dead Morph,37102:1:0:Macuahuitl of the Dead,37103:1:0:Macuahuitl of the Dead Daggers|
5542|Memento Mori|-1|0|0|0||37446:5:1:Candles,37447:5:1:Sugar Skulls|37099:1:0:Skeletal Mask of the Dead,37100:1:0:Lord of the Dead Mask,37101:1:0:Lord of the Dead Skull,37104:1:0:Macuahuitl of the Dead Cape,37463:1:0:Muertos Sombrero,37465:1:0:Flores de Senora,37464:1:0:Mascarada de Muertos|
5543|Commander Tibias|220|18|250|250|O|37521:1:1:Speak to Tibias||
5544|Clear the Walls|220|19|900|900||37522:6:1:Infernal Imp Slain,37523:6:1:Infernal Knight Slain||
5545|Load the Ballistas|220|20|600|600|O|37524:4:1:Enchanted Projectiles,37525:4:1:Ballista Loaded||
5546|Arm the Archers|220|21|800|800||37526:25:1:Anti-Infernal Arrow||
5547|Reinforce the Walls|220|22|500|500|O|37527:5:1:Wall Reinforced||
5548|Work Done!|220|23|250|250|O|37528:1:1:Return to Gravelyn||
5549|Clear the Tower|220|24|800|800||37529:10:1:Undead Slain||
5550|Find the Passage|220|25|250|250|O|37530:1:1:Secret Passage Opened||
5551|Go Through That Door|220|26|1000|1000||37532:1:1:Soul Fragment Retrieved,37531:1:1:Bone Guardian Slain||
5552|Infernal Attack|220|27|900|900||37533:4:1:Nethermage Slain,37534:4:1:Diabolical Scryer Slain,37535:4:1:Fallen Knight Slain||
5553|Here’s A Hammer, Get To Work|220|28|300|300|O|37536:9:1:Damage Repaired||
5554|The Next Step|220|29|250|250|O|37537:1:1:Talk to Dage||
5555|Soul Fuel|220|30|500|500||37538:12:1:Infernal Soul,37539:1:1:Soul Crystal Forged||
5556|Time to Fly|220|31|250|250|O|37540:1:1:Meet Gravelyn||
5557|YOU again!|220|32|800|800||37541:1:1:Balax'el Defeated||
5558|Drink #1: the Blue Moglin|223|1|250|250|O|37564:1:1:Barrel of Moglinberry Juice||
5559|A Little Something Extra|223|2|500|500||37565:5:1:Nethermint||
5560|Mix a Blue Moglin|223|3|300|300|O|37566:1:1:Blue Moglin Mixed. The Tiki God Approves!||
5561|Drink #2: the El Captain Rhubarb|223|4|600|600||37568:6:1:Crushed Spineapple,37569:3:1:Coconut Milk,37570:5:1:Yokai Lime||
5562|Needs a Little Kick|223|5|800|800||37572:5:1:Bone Powder,37571:5:1:Pirate Spice||
5563|Mix an El Captain Rhubarb|223|6|500|500|O|37573:1:1:El Captain Rhubarb Mixed. The Tiki God Approves!||
5564|Drink #3: the Blazing Beard|223|7|800|800||37576:5:1:Basani Orange,37577:3:1:Tiki Sneak Venom,37575:6:1:Bananas||
5565|Let’s Give It Some HEAT|223|8|600|600||37578:5:1:Fotian Spice Blend||
5566|Mix a Blazing Beard|223|9|500|500|O|37579:1:1:Blazing Beard Mixed. The Tiki God Approves!||
5567|System Cleanse|223|10|900|900||37581:3:1:Sneak Venom Gathered,37582:3:1:Sugar Imp Slain,37583:3:1:Spicy Heat Slain||
5568|Down the, um, Ear Hole|223|11|250|250|O|37584:1:1:Enter Memehano's Mind||
5569|Tire Him Out!|223|12|800|800||37585:1:1:Subdue Memehano||
5570|Chase Him Down!|223|13|900|900||37586:1:1:Subdue Memehano||
5571|Get Him CALM!|223|14|1000|1000||37587:1:1:Subdue Memehano||
5572|War Quest 1: Defense of Battleon!|-1|0|250|250||37618:10:1:Defender Medal||
5573|War Quest 2: Mega Defense of Battleon!|-1|0|250|250||37619:5:1:Mega Defender Medal||
5574|Gobbled Up!|-1|0|800|800||37627:1:1:RAWRGobbler Defeated||
5575|Stand for Swordhaven|224|1|500|500||37754:5:1:Fallen Knight's Armor,37755:5:1:Infernal Knight's Armor||
5576|Use Their Energy Against Them|224|2|800|800||37756:5:1:Nethermage Energy||
5577|Scry this!|224|3|700|700||37757:4:1:Scryer's Orb||
5578|Recalibration|224|4|900|900||37760:4:1:Shadowfall Invaders Fought,37758:4:1:Doomwood Invaders Fought,37759:4:1:Darkovia Invaders Fought||
5579|Arm the Armored!|224|5|250|250|O|37761:5:1:Armor Delivered,37762:1:1:Energy and Orbs Delivered||
5580|Save the Citizens|224|6|250|250|O|37763:5:1:Citizens Rescued||
5581|Destroy the Infernals|224|7|700|700||37764:3:1:Infernal Knights Slain,37765:3:1:Fallen Knights Slain,37766:3:1:Nethermages Slain||
5582|What is THAT??|224|8|800|800||37767:1:1:Giant Worm of Teeth Defeated||
5583|Arm the Civilians|224|9|250|250|O|37768:4:1:Citizens Armed||
5584|Get Those Beasts|224|10|800|800||37769:4:1:Infernal Imps Slain,37770:4:1:Underworld Hounds Slain||
5585|It's Baaaaack!|224|11|1000|1000||37771:1:1:Giant Worm of Teeth Defeated… Again!||
5586|Him Again???|224|12|1200|1200||37772:1:1:Lord Balax'el Defeated||
5587|Where is Karok?|225|1|250|250|O|37926:5:1:Tuning Crystal Placed||
5588|Cloaking Spell|225|2|700|700||37927:7:1:Elemental Ice||
5589|Splattered Mana|225|3|500|500||37928:5:1:Frozen Mana,37929:9:1:Iced Mana||
5590|Dispell the Spell|225|4|800|800||37930:8:1:Living Snow||
5591|Catch Up to Karok|225|5|800|800||37931:6:1:Frostspawn Slain||
5592|Blast the Frostspawn Symbiote|225|6|900|900||37932:1:1:Frostspawn Symbiote Slain||
5593|Keep Going!|225|7|700|700||37933:7:1:Frostspawn Slain||
5594|Take it Down|225|8|900|900||37934:1:1:Frostspawn Horror Slain||
5595|Keep the Frostspawn Away!|-1|0|900|900||37936:5:1:Frost Invader Slain,37935:5:1:Frostspawn Troll Slain||
5596|Take a Break from Fighting|-1|0|600|600||37937:3:1:Living Snow,37938:3:1:Elemental Icicles||
5597|Fight For Kezeroth!|225|9|250|250||37998:10:1:Frostspawn Medal|38031:1:0:Ice Shard,38032:1:0:Glaceran Gem|
5598|(Mega) Fight For Kezeroth!|225|9|250|250||37997:5:1:Mega Frostspawn Medal|38031:1:0:Ice Shard,38032:1:0:Glaceran Gem|
5599|Fight For Karok!|225|9|250|250||37999:10:1:World Ender Medal|38031:1:0:Ice Shard,38032:1:0:Glaceran Gem|
5600|(Mega) Fight For Karok!|225|9|250|250||38000:5:1:Mega World Ender Medal|38031:1:0:Ice Shard,38032:1:0:Glaceran Gem|
5601|What is THAT?|225|10|500|500||38001:1:1:Soricomorpha Defeated||
5602|Let it Grow (Colder)|-1|0|1000|2000||38034:8:1:Frozen Life Essence||38033:0:0:Mounted Paragon Pet
5603|Legion Quest: Dark Knight of Frostval|31|6|1000|2000||38034:10:1:Frozen Life Essence|6521:20:0:Legion Token|38033:0:0:Mounted Paragon Pet
5604|Legion Quest: Coal for the Legion|31|6|1500|2000||38040:10:1:Giant Coal Lump,38041:8:1:Small Coal Lump|6521:100:0:Legion Token|38033:0:0:Mounted Paragon Pet
5605|Feed the Frostling Horror|-1|0|250|0||38037:5:1:Frozen Meat Chunk|37924:1:0:Festive Lights Locks,37925:1:0:Festive Lights Helm,38039:1:0:Glaceran Goblin Sword|38038:0:0:Frostling Horror
5606|Take a Look Around|225|11|800|800||38057:8:1:Ice Monsters Slain,38058:2:1:Explore Cave||
5607|The Stars Have Foretold|225|12|250|250|O|38060:1:1:Crystal Placed,38059:1:1:Crystal Examined||
5608|Continue this Path|225|13|800|800||38061:5:1:Frozen Crystals,38062:5:1:Crystals Placed||
5609|Cross the Ice Bridge|225|14|250|250|O|38063:1:1:Cross the Ice Bridge||
5610|Free the Moglins|225|15|500|500||38064:5:1:Moglin Freed||
5612|Get the Moglinsters|225|16|500|500||38065:5:1:Moglinster Subdued||
5613|Take the Crystal|225|17|250|250|O|38066:1:1:Obtain the Crystal||
5614|You have to Fight|225|18|500|500||38067:1:1:Crystal of Glacera||
5615|Fight your way Clear|225|19|1000|1000|O|38068:1:1:Escape!||
5616|Take down Kezeroth!|225|20|800|800||38069:1:1:Kezeroth Defeated||
5617|Karok still Stands|225|21|1000|1000||38070:1:1:Karok Defeated||
5618|Clear Them Out (Farming Quest)|-1|0|600|600||38080:3:1:Living Ice Defeated,38079:3:1:Ice Lord Defeated||
5619|Thin the Horde (Farming Quest)|-1|0|900|900||38081:3:1:Glacial Troll Defeated,38082:3:1:Frost Fangbeast Defeated,38083:3:1:Frostspawn Troll Defeated||
5620|Cathedral of Time|226|1|250|250|O|38085:1:1:Talk to Data Station Aion||
5621|Shut Down Sentries|226|2|800|800||38086:8:1:Corrupted Sentry Shut Down||
5622|Find the Virus|226|3|250|250|O|38087:8:1:Timelines Scanned||
5623|Timeline XV6: Champion of Chaos|226|4|250|250|O|38088:1:1:Hephaestus' Report||
5624|Geese... and Pie?|226|5|600|600||38089:3:1:Chaorrupted Sock-Goose Slain,38090:3:1:Flying Pieball Slain,38091:1:1:Cysero Spoken To||
